Job Code,Term,Activity,Date,PIC,Description
ITAU189,2,Invoice Billed,2017-06-15,SHS,Invoice issued to client
ITAU189,2,Invoice Paid,2017-06-26,TSR,Invoice verified
ITAU189,3,Invoice Sent,2017-03-13,SHS,Invoice successfully paid
ITAU189,3,Invoice Billed,2017-03-18,RLM,Finance approval completed
ITAU190,1,Invoice Sent,2017-05-15,DGS,Invoice verified
ITAU190,1,Invoice Billed,2017-05-29,SHS,Payment confirmation received
ITAU190,1,Invoice Paid,2017-07-02,RLM,Invoice verified
ITAU190,2,Invoice Sent,2017-06-01,DGS,Finance approval completed
ITAU190,2,Invoice Billed,2017-06-07,AMF,Payment confirmation received
ITAU190,2,Invoice Paid,2017-06-30,MRK,Invoice issued to client
ITAU190,3,Invoice Sent,2017-06-06,AMF,Invoice verified
ITAU190,3,Invoice Billed,2017-06-09,RLM,Invoice verified
ITAU190,3,Invoice Paid,2017-07-05,DGS,Invoice successfully paid
ITAU190,4,Invoice Sent,2017-08-02,DGS,Invoice successfully paid
ITAU190,4,Invoice Billed,2017-08-11,DGS,Finance approval completed
ITAU190,4,Invoice Paid,2017-09-04,SHS,Invoice verified
ITAU191,1,Invoice Sent,2017-03-19,AOW,Finance approval completed
ITAU191,1,Invoice Billed,2017-03-25,OMW,Invoice successfully paid
ITAU191,1,Invoice Paid,2017-04-24,MRK,Finance approval completed
ITAU191,2,Invoice Sent,2017-06-13,SHS,Finance approval completed
ITAU191,2,Invoice Billed,2017-06-16,AMF,Payment confirmation received
ITAU191,2,Invoice Paid,2017-07-16,AOW,Invoice verified
ITAU191,3,Invoice Sent,2017-06-12,OMW,Finance approval completed
ITAU191,3,Invoice Billed,2017-06-24,DGS,Finance approval completed
ITAU191,3,Invoice Paid,2017-07-02,SSM,Invoice successfully paid
ITAU191,4,Invoice Sent,2017-09-03,NVN,Invoice issued to client
ITAU191,4,Invoice Billed,2017-09-11,DGS,Finance approval completed
ITAU191,4,Invoice Paid,2017-10-21,RLM,Invoice successfully paid
ITAU191,5,Invoice Sent,2017-09-06,AOW,Payment confirmation received
ITAU191,5,Invoice Billed,2017-09-09,OMW,Finance approval completed
ITAU191,5,Invoice Paid,2017-10-24,SHS,Invoice successfully paid
ITAU192,1,Invoice Sent,2017-09-03,OMW,Invoice successfully paid
ITAU192,1,Invoice Billed,2017-09-13,SHS,Invoice successfully paid
ITAU192,1,Invoice Paid,2017-10-19,MRK,Finance approval completed
ITAU192,2,Invoice Sent,2017-08-09,OMW,Invoice issued to client
ITAU192,2,Invoice Billed,2017-08-21,RLM,Invoice successfully paid
ITAU192,2,Invoice Paid,2017-10-02,AMF,Payment confirmation received
ITAU192,3,Invoice Sent,2017-09-03,AOW,Invoice successfully paid
ITAU192,3,Invoice Billed,2017-09-15,SHS,Payment confirmation received
ITAU192,3,Invoice Paid,2017-10-19,SHS,Payment confirmation received
ITAU192,4,Invoice Sent,2017-08-06,AMF,Finance approval completed
ITAU192,4,Invoice Billed,2017-08-16,TSR,Payment confirmation received
ITAU192,4,Invoice Paid,2017-09-21,TSR,Payment confirmation received
ITAU192,5,Invoice Sent,2017-08-30,TSR,Invoice issued to client
ITAU192,5,Invoice Billed,2017-09-11,SSM,Invoice issued to client
ITAU192,5,Invoice Paid,2017-10-01,AMF,Invoice successfully paid
ITAU193,1,Invoice Sent,2017-05-08,SSM,Invoice issued to client
ITAU193,1,Invoice Billed,2017-05-18,NVN,Payment confirmation received
ITAU193,1,Invoice Paid,2017-06-14,TSR,Invoice successfully paid
ITAU193,2,Invoice Sent,2017-05-20,AMF,Finance approval completed
ITAU193,2,Invoice Billed,2017-05-23,MRK,Payment confirmation received
ITAU193,2,Invoice Paid,2017-06-17,AOW,Finance approval completed
ITAU193,3,Invoice Sent,2017-06-08,DGS,Invoice verified
ITAU193,3,Invoice Billed,2017-06-14,NVN,Finance approval completed
ITAU194,1,Invoice Sent,2017-06-04,RLM,Finance approval completed
ITAU194,1,Invoice Billed,2017-06-11,NVN,Invoice issued to client
ITAU194,1,Invoice Paid,2017-07-14,SHS,Finance approval completed
ITAU194,2,Invoice Sent,2017-05-11,OMW,Payment confirmation received
ITAU194,2,Invoice Billed,2017-05-14,DGS,Invoice successfully paid
ITAU194,3,Invoice Sent,2017-06-07,AMF,Payment confirmation received
ITAU194,3,Invoice Billed,2017-06-21,AMF,Finance approval completed
ITAU194,3,Invoice Paid,2017-07-19,SSM,Invoice issued to client
ITAU195,1,Invoice Sent,2017-06-06,TSR,Invoice verified
ITAU195,1,Invoice Billed,2017-06-19,OMW,Finance approval completed
ITAU195,1,Invoice Paid,2017-07-27,SHS,Invoice verified
ITAU195,2,Invoice Sent,2017-06-10,SHS,Invoice successfully paid
ITAU195,2,Invoice Billed,2017-06-14,SHS,Invoice verified
ITAU195,2,Invoice Paid,2017-07-09,RLM,Invoice verified
ITAU195,3,Invoice Sent,2017-08-25,SHS,Finance approval completed
ITAU195,3,Invoice Billed,2017-09-07,SHS,Invoice verified
ITAU195,3,Invoice Paid,2017-10-06,OMW,Invoice issued to client
ITAU196,1,Invoice Sent,2017-05-10,MRK,Invoice issued to client
ITAU196,1,Invoice Billed,2017-05-15,SSM,Finance approval completed
ITAU196,1,Invoice Paid,2017-06-29,NVN,Invoice issued to client
ITAU196,2,Invoice Sent,2017-05-19,RLM,Invoice verified
ITAU196,2,Invoice Billed,2017-05-26,AMF,Invoice successfully paid
ITAU196,2,Invoice Paid,2017-07-03,SSM,Invoice successfully paid
ITAU196,3,Invoice Sent,2017-06-19,SHS,Payment confirmation received
ITAU196,3,Invoice Billed,2017-06-25,SHS,Invoice successfully paid
ITAU196,3,Invoice Paid,2017-07-05,OMW,Payment confirmation received
ITAU197,1,Invoice Sent,2017-06-11,AOW,Invoice successfully paid
ITAU197,1,Invoice Billed,2017-06-17,RLM,Invoice successfully paid
ITAU197,1,Invoice Paid,2017-08-01,SHS,Invoice verified
ITAU197,2,Invoice Sent,2018-05-18,MRK,Finance approval completed
ITAU197,2,Invoice Billed,2018-05-23,OMW,Invoice verified
ITAU197,2,Invoice Paid,2018-06-25,MRK,Payment confirmation received
ITAU197,3,Invoice Sent,2018-05-22,TSR,Payment confirmation received
ITAU197,3,Invoice Billed,2018-05-26,SSM,Invoice successfully paid
ITAU197,3,Invoice Paid,2018-06-24,SSM,Payment confirmation received
ITAU197,4,Invoice Sent,2018-01-04,DGS,Payment confirmation received
ITAU197,4,Invoice Billed,2018-01-13,OMW,Payment confirmation received
ITAU197,4,Invoice Paid,2018-02-09,TSR,Finance approval completed
ITAU197,5,Invoice Sent,2017-10-22,AMF,Finance approval completed
ITAU197,5,Invoice Billed,2017-11-01,AOW,Payment confirmation received
ITAU197,6,Invoice Sent,2017-10-24,NVN,Finance approval completed
ITAU197,6,Invoice Billed,2017-10-31,OMW,Invoice successfully paid
ITAU197,6,Invoice Paid,2017-11-28,DGS,Finance approval completed
ITAU197,7,Invoice Sent,2018-01-03,OMW,Payment confirmation received
ITAU197,7,Invoice Billed,2018-01-10,TSR,Invoice verified
ITAU197,7,Invoice Paid,2018-02-15,SHS,Finance approval completed
ITAU197,8,Invoice Sent,2017-12-15,AOW,Invoice issued to client
ITAU197,8,Invoice Billed,2017-12-20,TSR,Payment confirmation received
ITAU197,8,Invoice Paid,2018-01-18,MRK,Invoice successfully paid
ITAU197,9,Invoice Sent,2018-01-05,SSM,Invoice successfully paid
ITAU197,9,Invoice Billed,2018-01-09,MRK,Invoice successfully paid
ITAU197,9,Invoice Paid,2018-01-29,OMW,Invoice issued to client
ITAU197,10,Invoice Sent,2018-01-05,RLM,Invoice issued to client
ITAU197,10,Invoice Billed,2018-01-18,TSR,Finance approval completed
ITAU198,1,Invoice Sent,2017-05-15,TSR,Payment confirmation received
ITAU198,1,Invoice Billed,2017-05-23,AMF,Invoice verified
ITAU198,1,Invoice Paid,2017-06-17,AOW,Invoice successfully paid
ITAU198,2,Invoice Sent,2017-05-14,AMF,Invoice successfully paid
ITAU198,2,Invoice Billed,2017-05-23,NVN,Invoice verified
ITAU198,2,Invoice Paid,2017-06-10,OMW,Invoice verified
ITAU198,3,Invoice Sent,2017-07-14,SHS,Invoice issued to client
ITAU198,3,Invoice Billed,2017-07-27,TSR,Invoice issued to client
ITAU198,3,Invoice Paid,2017-08-04,RLM,Invoice issued to client
ITAU198,4,Invoice Sent,2017-05-20,TSR,Invoice verified
ITAU198,4,Invoice Billed,2017-06-01,NVN,Payment confirmation received
ITAU198,4,Invoice Paid,2017-07-16,RLM,Finance approval completed
ITAU198,5,Invoice Sent,2017-07-06,RLM,Payment confirmation received
ITAU198,5,Invoice Billed,2017-07-10,MRK,Finance approval completed
ITAU198,5,Invoice Paid,2017-08-06,AMF,Invoice verified
ITAU199,1,Invoice Sent,2017-07-07,SSM,Invoice successfully paid
ITAU199,1,Invoice Billed,2017-07-11,AOW,Invoice successfully paid
ITAU199,1,Invoice Paid,2017-08-14,MRK,Finance approval completed
ITAU199,2,Invoice Sent,2017-07-24,SHS,Finance approval completed
ITAU199,2,Invoice Billed,2017-07-27,AOW,Payment confirmation received
ITAU199,2,Invoice Paid,2017-08-29,SHS,Payment confirmation received
ITAU199,3,Invoice Sent,2017-07-26,DGS,Finance approval completed
ITAU199,3,Invoice Billed,2017-08-03,DGS,Invoice successfully paid
ITAU199,3,Invoice Paid,2017-09-17,RLM,Invoice successfully paid
ITAU199,4,Invoice Sent,2017-09-05,AMF,Finance approval completed
ITAU199,4,Invoice Billed,2017-09-19,DGS,Invoice verified
ITAU199,4,Invoice Paid,2017-09-26,DGS,Finance approval completed
ITAU200,1,Invoice Sent,2017-06-15,DGS,Payment confirmation received
ITAU200,1,Invoice Billed,2017-06-22,TSR,Invoice successfully paid
ITAU200,1,Invoice Paid,2017-07-29,OMW,Finance approval completed
ITAU200,2,Invoice Sent,2017-09-10,SHS,Invoice verified
ITAU200,3,Invoice Sent,2017-12-23,AOW,Invoice issued to client
ITAU200,3,Invoice Billed,2017-12-29,MRK,Finance approval completed
ITAU200,3,Invoice Paid,2018-01-07,AOW,Payment confirmation received
ITAU200,4,Invoice Sent,2017-10-02,SSM,Invoice verified
ITAU200,4,Invoice Billed,2017-10-14,MRK,Invoice successfully paid
ITAU200,4,Invoice Paid,2017-11-22,NVN,Invoice verified
ITAU201,1,Invoice Sent,2017-11-01,SSM,Invoice successfully paid
ITAU201,1,Invoice Billed,2017-11-06,TSR,Invoice verified
ITAU201,1,Invoice Paid,2017-11-29,AOW,Invoice issued to client
ITAU201,2,Invoice Sent,2017-11-02,DGS,Invoice verified
ITAU201,2,Invoice Billed,2017-11-12,OMW,Invoice successfully paid
ITAU201,3,Invoice Sent,2017-11-06,SHS,Payment confirmation received
ITAU201,3,Invoice Billed,2017-11-16,SSM,Invoice successfully paid
ITAU201,3,Invoice Paid,2017-11-28,OMW,Invoice successfully paid
ITAU201,4,Invoice Sent,2017-11-25,AMF,Invoice verified
ITAU201,4,Invoice Billed,2017-12-03,AMF,Invoice successfully paid
ITAU201,4,Invoice Paid,2018-01-05,NVN,Finance approval completed
ITAU201,5,Invoice Sent,2017-12-01,MRK,Invoice successfully paid
ITAU201,5,Invoice Billed,2017-12-13,AMF,Finance approval completed
ITAU201,5,Invoice Paid,2017-12-30,MRK,Payment confirmation received
ITAU201,6,Invoice Sent,2018-03-05,RLM,Invoice successfully paid
ITAU201,6,Invoice Billed,2018-03-17,RLM,Invoice issued to client
ITAU201,6,Invoice Paid,2018-04-26,AOW,Invoice issued to client
ITAU201,7,Invoice Sent,2018-03-02,AMF,Payment confirmation received
ITAU201,7,Invoice Billed,2018-03-13,MRK,Payment confirmation received
ITAU201,7,Invoice Paid,2018-03-31,OMW,Finance approval completed
ITAU201,8,Invoice Sent,2018-03-02,MRK,Finance approval completed
ITAU201,8,Invoice Billed,2018-03-13,RLM,Invoice issued to client
ITAU201,8,Invoice Paid,2018-03-22,TSR,Invoice verified
ITAU202,1,Invoice Sent,2017-06-27,MRK,Invoice successfully paid
ITAU202,1,Invoice Billed,2017-07-03,AOW,Invoice verified
ITAU202,1,Invoice Paid,2017-07-21,AOW,Invoice verified
ITAU202,2,Invoice Sent,2017-08-04,RLM,Invoice successfully paid
ITAU202,2,Invoice Billed,2017-08-18,OMW,Invoice issued to client
ITAU202,2,Invoice Paid,2017-08-31,DGS,Invoice issued to client
ITAU202,3,Invoice Sent,2017-09-05,NVN,Invoice verified
ITAU202,3,Invoice Billed,2017-09-11,AOW,Invoice issued to client
ITAU203,1,Invoice Sent,2017-10-21,SHS,Invoice issued to client
ITAU203,1,Invoice Billed,2017-10-25,NVN,Invoice successfully paid
ITAU203,1,Invoice Paid,2017-11-04,MRK,Invoice successfully paid
ITAU203,2,Invoice Sent,2017-11-05,TSR,Invoice verified
ITAU203,2,Invoice Billed,2017-11-12,AOW,Invoice issued to client
ITAU203,2,Invoice Paid,2017-12-23,MRK,Invoice issued to client
ITAU204,1,Invoice Sent,2017-09-12,RLM,Payment confirmation received
ITAU204,1,Invoice Billed,2017-09-23,AOW,Invoice successfully paid
ITAU204,1,Invoice Paid,2017-10-26,SHS,Invoice verified
ITAU204,2,Invoice Sent,2018-03-06,AOW,Invoice successfully paid
ITAU205,1,Invoice Sent,2017-10-27,MRK,Finance approval completed
ITAU205,1,Invoice Billed,2017-11-01,RLM,Finance approval completed
ITAU205,1,Invoice Paid,2017-12-04,RLM,Finance approval completed
ITAU205,2,Invoice Sent,2017-10-27,NVN,Invoice verified
ITAU205,2,Invoice Billed,2017-11-03,MRK,Finance approval completed
ITAU205,3,Invoice Sent,2017-09-25,MRK,Invoice issued to client
ITAU205,3,Invoice Billed,2017-09-29,SHS,Payment confirmation received
ITAU205,3,Invoice Paid,2017-10-11,TSR,Invoice issued to client
ITAU206,1,Invoice Sent,2017-08-25,AMF,Invoice verified
ITAU206,1,Invoice Billed,2017-09-01,DGS,Invoice issued to client
ITAU206,1,Invoice Paid,2017-09-17,SHS,Finance approval completed
ITAU207,1,Invoice Sent,2017-08-26,DGS,Invoice issued to client
ITAU207,1,Invoice Billed,2017-09-05,NVN,Payment confirmation received
ITAU207,1,Invoice Paid,2017-10-06,RLM,Finance approval completed
ITAU207,2,Invoice Sent,2017-08-31,SHS,Invoice verified
ITAU207,2,Invoice Billed,2017-09-06,AOW,Payment confirmation received
ITAU207,2,Invoice Paid,2017-09-18,TSR,Invoice issued to client
ITAU208,1,Invoice Sent,2018-03-18,RLM,Invoice verified
ITAU208,1,Invoice Billed,2018-03-31,NVN,Payment confirmation received
ITAU208,1,Invoice Paid,2018-04-15,AMF,Payment confirmation received
ITAU208,2,Invoice Sent,2018-04-13,OMW,Invoice verified
ITAU208,2,Invoice Billed,2018-04-16,SSM,Invoice successfully paid
ITAU208,2,Invoice Paid,2018-05-24,DGS,Invoice successfully paid
ITAU208,3,Invoice Sent,2018-04-19,OMW,Finance approval completed
ITAU208,3,Invoice Billed,2018-04-23,DGS,Finance approval completed
ITAU208,3,Invoice Paid,2018-05-18,NVN,Invoice verified
ITAU209,1,Invoice Sent,2017-08-30,TSR,Invoice successfully paid
ITAU209,1,Invoice Billed,2017-09-10,TSR,Invoice verified
ITAU209,2,Invoice Sent,2017-08-29,SHS,Invoice issued to client
ITAU209,2,Invoice Billed,2017-09-01,AOW,Finance approval completed
ITAU209,2,Invoice Paid,2017-09-19,AOW,Invoice issued to client
ITAU210,1,Invoice Sent,2017-08-08,NVN,Invoice successfully paid
ITAU210,1,Invoice Billed,2017-08-15,SSM,Payment confirmation received
ITAU210,1,Invoice Paid,2017-09-29,NVN,Invoice issued to client
ITAU210,2,Invoice Sent,2017-11-07,RLM,Invoice issued to client
ITAU210,2,Invoice Billed,2017-11-11,AMF,Finance approval completed
ITAU210,2,Invoice Paid,2017-12-15,SHS,Invoice successfully paid
ITAU210,3,Invoice Sent,2017-12-10,TSR,Invoice issued to client
ITAU211,1,Invoice Sent,2017-12-10,NVN,Payment confirmation received
ITAU211,1,Invoice Billed,2017-12-16,AMF,Finance approval completed
ITAU211,1,Invoice Paid,2018-01-24,AMF,Payment confirmation received
ITAU211,2,Invoice Sent,2017-11-16,SHS,Invoice successfully paid
ITAU211,2,Invoice Billed,2017-11-28,RLM,Invoice verified
ITAU211,2,Invoice Paid,2017-12-29,TSR,Payment confirmation received
ITAU211,3,Invoice Sent,2017-12-06,DGS,Invoice verified
ITAU211,3,Invoice Billed,2017-12-09,MRK,Invoice issued to client
ITAU211,3,Invoice Paid,2017-12-28,AMF,Payment confirmation received
ITAU212,1,Invoice Sent,2017-10-22,AOW,Payment confirmation received
ITAU212,1,Invoice Billed,2017-10-29,SSM,Invoice issued to client
ITAU212,1,Invoice Paid,2017-11-05,OMW,Finance approval completed
ITAU212,2,Invoice Sent,2017-10-19,OMW,Invoice successfully paid
ITAU212,2,Invoice Billed,2017-11-02,AOW,Finance approval completed
ITAU212,2,Invoice Paid,2017-11-29,OMW,Finance approval completed
ITAU212,3,Invoice Sent,2018-05-05,RLM,Invoice successfully paid
ITAU212,3,Invoice Billed,2018-05-17,MRK,Invoice successfully paid
ITAU212,3,Invoice Paid,2018-06-29,TSR,Invoice successfully paid
ITAU213,1,Invoice Sent,2017-10-23,AOW,Payment confirmation received
ITAU213,1,Invoice Billed,2017-10-29,RLM,Invoice successfully paid
ITAU213,2,Invoice Sent,2017-10-24,SHS,Payment confirmation received
ITAU213,2,Invoice Billed,2017-10-27,RLM,Invoice successfully paid
ITAU213,2,Invoice Paid,2017-11-11,SHS,Payment confirmation received
ITAU213,3,Invoice Sent,2018-02-01,AMF,Invoice successfully paid
ITAU213,3,Invoice Billed,2018-02-12,SHS,Finance approval completed
ITAU213,3,Invoice Paid,2018-03-17,NVN,Payment confirmation received
ITAU214,1,Invoice Sent,2017-10-24,DGS,Finance approval completed
ITAU214,1,Invoice Billed,2017-11-01,AMF,Invoice verified
ITAU214,2,Invoice Sent,2018-01-28,AMF,Invoice verified
ITAU214,2,Invoice Billed,2018-01-31,MRK,Finance approval completed
ITAU214,2,Invoice Paid,2018-02-22,NVN,Invoice verified
ITAU214,3,Invoice Sent,2018-01-27,SHS,Finance approval completed
ITAU214,3,Invoice Billed,2018-02-05,AMF,Invoice successfully paid
ITAU214,3,Invoice Paid,2018-03-11,SSM,Payment confirmation received
ITAU215,1,Invoice Sent,2017-11-23,SSM,Finance approval completed
ITAU215,1,Invoice Billed,2017-12-02,AOW,Invoice successfully paid
ITAU215,1,Invoice Paid,2017-12-23,SSM,Invoice successfully paid
ITAU215,2,Invoice Sent,2017-10-19,AOW,Finance approval completed
ITAU215,2,Invoice Billed,2017-10-31,SSM,Invoice successfully paid
ITAU215,2,Invoice Paid,2017-11-21,NVN,Invoice verified
ITAU215,3,Invoice Sent,2017-11-18,SSM,Invoice successfully paid
ITAU215,3,Invoice Billed,2017-12-01,NVN,Finance approval completed
ITAU215,3,Invoice Paid,2018-01-09,RLM,Payment confirmation received
ITAU215,4,Invoice Sent,2017-11-20,AMF,Payment confirmation received
ITAU216,1,Invoice Sent,2018-01-20,MRK,Invoice successfully paid
ITAU216,2,Invoice Sent,2018-01-23,DGS,Payment confirmation received
ITAU216,2,Invoice Billed,2018-01-27,MRK,Finance approval completed
ITAU216,2,Invoice Paid,2018-03-02,AOW,Invoice successfully paid
ITAU216,3,Invoice Sent,2018-01-21,AOW,Finance approval completed
ITAU216,3,Invoice Billed,2018-01-29,MRK,Invoice successfully paid
ITAU216,3,Invoice Paid,2018-03-04,AOW,Invoice issued to client
ITAU216,4,Invoice Sent,2018-01-24,SHS,Payment confirmation received
ITAU216,4,Invoice Billed,2018-02-02,OMW,Invoice issued to client
ITAU216,5,Invoice Sent,2018-02-03,RLM,Invoice verified
ITAU216,5,Invoice Billed,2018-02-14,DGS,Invoice issued to client
ITAU216,5,Invoice Paid,2018-03-18,OMW,Invoice issued to client
ITAU217,1,Invoice Sent,2017-11-02,NVN,Finance approval completed
ITAU217,1,Invoice Billed,2017-11-15,DGS,Invoice verified
ITAU217,2,Invoice Sent,2018-02-28,DGS,Finance approval completed
ITAU217,2,Invoice Billed,2018-03-11,OMW,Invoice successfully paid
ITAU217,2,Invoice Paid,2018-04-25,DGS,Payment confirmation received
ITAU218,1,Invoice Sent,2018-02-02,SHS,Finance approval completed
ITAU218,1,Invoice Billed,2018-02-15,AMF,Invoice successfully paid
ITAU218,1,Invoice Paid,2018-02-25,MRK,Finance approval completed
ITAU218,2,Invoice Sent,2017-11-04,AOW,Invoice issued to client
ITAU218,2,Invoice Billed,2017-11-10,AOW,Finance approval completed
ITAU218,2,Invoice Paid,2017-12-08,OMW,Payment confirmation received
ITAU218,3,Invoice Sent,2017-12-27,OMW,Invoice successfully paid
ITAU218,3,Invoice Billed,2018-01-07,SHS,Payment confirmation received
ITAU218,4,Invoice Sent,2017-12-25,MRK,Invoice successfully paid
ITAU218,4,Invoice Billed,2018-01-01,SHS,Invoice issued to client
ITAU218,4,Invoice Paid,2018-02-14,DGS,Payment confirmation received
ITAU218,5,Invoice Sent,2017-11-04,RLM,Payment confirmation received
ITAU218,5,Invoice Billed,2017-11-11,SHS,Invoice verified
ITAU218,5,Invoice Paid,2017-11-21,NVN,Invoice verified
ITAU219,1,Invoice Sent,2017-10-14,AOW,Finance approval completed
ITAU219,1,Invoice Billed,2017-10-18,RLM,Invoice verified
ITAU219,1,Invoice Paid,2017-11-16,SHS,Payment confirmation received
ITAU219,2,Invoice Sent,2017-10-25,DGS,Finance approval completed
ITAU219,2,Invoice Billed,2017-10-28,DGS,Invoice issued to client
ITAU219,3,Invoice Sent,2018-05-17,NVN,Invoice verified
ITAU219,3,Invoice Billed,2018-05-20,SSM,Payment confirmation received
ITAU219,3,Invoice Paid,2018-06-16,AMF,Invoice verified
ITAU220,1,Invoice Sent,2017-10-31,DGS,Payment confirmation received
ITAU220,1,Invoice Billed,2017-11-07,OMW,Finance approval completed
ITAU220,1,Invoice Paid,2017-12-14,AMF,Invoice successfully paid
ITAU220,2,Invoice Sent,2017-11-02,SHS,Invoice issued to client
