Job Code,Position,Employee,Time Contribution (hours)
ITGV135,Co-PM,AMF,16
ITGV136,PD,JQV,40
ITGV136,PM,RLM,40
ITGV136A,PD,RLM,28
ITGV136A,Co-PD,IFI,12
ITGV136A,PM,DTP,28
ITGV136A,Co-PM,DLP,12
ITGV137,PD,DGS,28
ITGV137,Co-PD,TLW,12
ITGV137,PM,AMF,28
ITGV137,Co-PM,JQV,12
ITGV138,PD,DLP,28
ITGV138,Co-PD,WNA,12
ITGV138,PM,WNA,28
ITGV138,Co-PM,IFI,12
ITGV139,PD,HZR,24
ITGV139,Co-PD,JQV,16
ITGV139,PM,TLW,28
ITGV139,Co-PM,WNA,12
ITGV140,PD,NFI,24
ITGV140,Co-PD,HZR,16
ITGV140,PM,DTP,24
ITGV140,Co-PM,IFI,16
ITGV141,PD,OMW,40
ITGV141,PM,RLM,40
ITGV142,PD,JQV,40
ITGV142,PM,FYA,24
ITGV142,Co-PM,TLW,16
ITGV143,PD,WNA,40
ITGV143,PM,AMF,40
ITGV144,PD,HZR,40
ITGV144,PM,TLW,28
ITGV144,Co-PM,DTP,12
ITGV145,PD,OMW,40
ITGV145,PM,IFS,24
ITGV145,Co-PM,RLM,16
ITGV146,PD,HZR,24
ITGV146,Co-PD,TLW,16
ITGV146,PM,TLW,40
ITGV147,PD,DTP,28
ITGV147,Co-PD,RLM,12
ITGV147,PM,WNA,28
ITGV147,Co-PM,FYA,12
ITGV148,PD,IFS,40
ITGV148,PM,TSR,40
ITGV149,PD,DGS,40
ITGV149,PM,AMF,24
ITGV149,Co-PM,FYA,16
ITGV150,PD,OMW,40
ITGV150,PM,JQV,40
ITGV151,PD,TSR,40
ITGV151,PM,DGS,40
ITGV152,PD,IFI,40
ITGV152,PM,TSR,40
ITGV153,PD,DLP,40
ITGV153,PM,NFI,24
ITGV153,Co-PM,FYA,16
ITGV154,PD,DLP,40
ITGV154,PM,WNA,28
ITGV154,Co-PM,FYA,12
ITGV155,PD,DTP,24
ITGV155,Co-PD,TSR,16
ITGV155,PM,JQV,28
ITGV155,Co-PM,IFS,12
ITPM001,PD,RLM,28
ITPM001,Co-PD,OMW,12
ITPM001,PM,IFS,28
ITPM001,Co-PM,WNA,12
ITPM002,PD,TLW,24
ITPM002,Co-PD,TSR,16
ITPM002,PM,DGS,24
ITPM002,Co-PM,IFS,16
ITPM003,PD,HZR,28
ITPM003,Co-PD,JQV,12
ITPM003,PM,JQV,24
ITPM003,Co-PM,TLW,16
ITPM004,PD,DGS,40
ITPM004,PM,DLP,40
ITPM005,PD,IFS,40
ITPM005,PM,DLP,40
ITPM006,PD,DTP,40
ITPM006,PM,NFI,40
ITPM007,PD,DGS,28
ITPM007,Co-PD,TSR,12
ITPM007,PM,JQV,24
ITPM007,Co-PM,TLW,16
ITPM008,PD,JQV,40
ITPM008,PM,IFI,40
ITPM009,PD,TSR,40
ITPM009,PM,DLP,40
ITPM010,PD,TLW,40
ITPM010,PM,DGS,40
ITPM011,PD,NFI,40
ITPM011,PM,WNA,28
ITPM011,Co-PM,AMF,12
ITPM012A,PD,DLP,24
ITPM012A,Co-PD,RLM,16
ITPM012A,PM,OMW,40
ITPM012B,PD,NFI,24
ITPM012B,Co-PD,DGS,16
ITPM012B,PM,DGS,24
ITPM012B,Co-PM,HZR,16
ITPM012C,PD,OMW,40
ITPM012C,PM,WNA,40
ITPM012D,PD,WNA,40
ITPM012D,PM,TSR,40
ITPM013,PD,TLW,28
ITPM013,Co-PD,DTP,12
ITPM013,PM,DLP,28
ITPM013,Co-PM,WNA,12
ITPM014,PD,OMW,28
ITPM014,Co-PD,DGS,12
ITPM014,PM,JQV,40
ITPM015,PD,IFI,40
ITPM015,PM,DTP,40
ITPM016,PD,JQV,40
ITPM016,PM,WNA,40
ITPM017,PD,OMW,24
ITPM017,Co-PD,JQV,16
ITPM017,PM,RLM,40
ITPM018,PD,HZR,24
ITPM018,Co-PD,DGS,16
ITPM018,PM,WNA,40
ITPM019,PD,IFI,40
ITPM019,PM,WNA,40
ITPM020,PD,HZR,40
ITPM020,PM,RLM,40
ITPM021,PD,TLW,40
ITPM021,PM,DGS,40
ITPM022,PD,OMW,40
ITPM022,PM,FYA,24
ITPM022,Co-PM,AMF,16
ITPM023,PD,OMW,40
ITPM023,PM,RLM,40
ITPM024,PD,WNA,40
ITPM024,PM,FYA,24
ITPM024,Co-PM,AMF,16
ITPM025,PD,WNA,28
ITPM025,Co-PD,JQV,12
ITPM025,PM,DTP,24
ITPM025,Co-PM,HZR,16
ITPM026,PD,NFI,40
ITPM026,PM,TSR,40
ITPM027,PD,WNA,24
ITPM027,Co-PD,DTP,16
ITPM027,PM,FYA,40
ITPM028,PD,TSR,28
ITPM028,Co-PD,DGS,12
ITPM028,PM,WNA,28
ITPM028,Co-PM,DGS,12
ITPM029,PD,TLW,28
ITPM029,Co-PD,NFI,12
ITPM029,PM,TSR,28
ITPM029,Co-PM,RLM,12
ITPM030,PD,JQV,28
ITPM030,Co-PD,RLM,12
ITPM030,PM,DLP,28
ITPM030,Co-PM,AMF,12
ITPM031,PD,DGS,40
ITPM031,PM,TLW,24
ITPM031,Co-PM,RLM,16
ITRM003,PD,DGS,28
ITRM003,Co-PD,DLP,12
ITRM003,PM,OMW,40
ITRM004,PD,TLW,24
ITRM004,Co-PD,DLP,16
ITRM004,PM,JQV,40
ITRM005,PD,IFS,40
ITRM005,PM,DGS,24
ITRM005,Co-PM,FYA,16
ITRM006,PD,AMF,24
ITRM006,Co-PD,TLW,16
ITRM006,PM,RLM,40
ITRM008,PD,DGS,28
ITRM008,Co-PD,WNA,12
ITRM008,PM,TLW,40
ITRM009,PD,IFI,40
ITRM009,PM,IFS,40
ITRM010,PD,DLP,40
ITRM010,PM,WNA,28
ITRM010,Co-PM,DGS,12
ITRM011,PD,WNA,24
ITRM011,Co-PD,DLP,16
ITRM011,PM,DLP,24
ITRM011,Co-PM,JQV,16
ITRM012,PD,DTP,40
ITRM012,PM,IFI,24
ITRM012,Co-PM,TLW,16
ITRM013,PD,FYA,28
ITRM013,Co-PD,DGS,12
ITRM013,PM,IFI,40
ITRM014,PD,OMW,24
ITRM014,Co-PD,FYA,16
ITRM014,PM,NFI,24
ITRM014,Co-PM,DGS,16
ITRM015,PD,DTP,28
ITRM015,Co-PD,OMW,12
ITRM015,PM,HZR,24
ITRM015,Co-PM,WNA,16
ITRM016,PD,IFS,24
ITRM016,Co-PD,TSR,16
ITRM016,PM,TLW,40
ITRM017,PD,DGS,40
ITRM017,PM,RLM,24
ITRM017,Co-PM,AMF,16
ITRM018,PD,RLM,28
ITRM018,Co-PD,TLW,12
ITRM018,PM,HZR,40
ITRM019,PD,DLP,40
ITRM019,PM,JQV,40
ITRM020,PD,OMW,24
ITRM020,Co-PD,TLW,16
ITRM020,PM,IFS,24
ITRM020,Co-PM,RLM,16
ITRM021,PD,JQV,28
ITRM021,Co-PD,DLP,12
ITRM021,PM,RLM,24
ITRM021,Co-PM,AMF,16
ITRM022,PD,WNA,40
ITRM022,PM,JQV,40
ITRM023,PD,NFI,40
ITRM023,PM,IFS,40
ITRM024,PD,DTP,40
ITRM024,PM,IFS,28
ITRM024,Co-PM,WNA,12
ITRM025,PD,DLP,40
ITRM025,PM,IFS,24
ITRM025,Co-PM,DTP,16
ITRM026,PD,RLM,24
ITRM026,Co-PD,HZR,16
ITRM026,PM,DLP,40
ITRM027,PD,IFS,28
ITRM027,Co-PD,AMF,12
ITRM027,PM,TLW,40
ITRM028,PD,DTP,24
ITRM028,Co-PD,NFI,16
ITRM028,PM,DLP,40
ITRM029,PD,TSR,28
ITRM029,Co-PD,DLP,12
ITRM029,PM,DLP,40
ITRM030,PD,FYA,28
ITRM030,Co-PD,TSR,12
ITRM030,PM,IFI,28
ITRM030,Co-PM,WNA,12
ITRM031,PD,DTP,40
ITRM031,PM,OMW,28
ITRM031,Co-PM,DGS,12
ITRM032,PD,FYA,28
ITRM032,Co-PD,OMW,12
ITRM032,PM,TLW,40
ITRM033,PD,FYA,28
ITRM033,Co-PD,HZR,12
ITRM033,PM,DTP,28
ITRM033,Co-PM,HZR,12
ITRM034,PD,TLW,40
ITRM034,PM,IFS,24
ITRM034,Co-PM,DLP,16
ITRM035,PD,DTP,24
ITRM035,Co-PD,IFS,16
ITRM035,PM,IFI,28
ITRM035,Co-PM,WNA,12
ITRM036,PD,HZR,40
ITRM036,PM,FYA,40
ITRM037,PD,IFS,40
ITRM037,PM,NFI,40
ITRM038,PD,AMF,40
ITRM038,PM,FYA,40
ITRM039,PD,TLW,28
ITRM039,Co-PD,JQV,12
ITRM039,PM,DGS,40
ITRM040,PD,TSR,40
ITRM040,PM,IFI,40
ITRM041,PD,WNA,40
ITRM041,PM,IFS,24
ITRM041,Co-PM,DTP,16
ITRM042,PD,DGS,40
ITRM042,PM,AMF,40
ITRM043,PD,DTP,24
ITRM043,Co-PD,WNA,16
ITRM043,PM,AMF,24
ITRM043,Co-PM,RLM,16
ITRM044,PD,TSR,40
ITRM044,PM,NFI,40
ITRM045,PD,WNA,28
ITRM045,Co-PD,IFI,12
ITRM045,PM,FYA,28
ITRM045,Co-PM,DGS,12
ITRM046,PD,DGS,24
ITRM046,Co-PD,WNA,16
ITRM046,PM,OMW,24
ITRM046,Co-PM,IFS,16
ITRM047,PD,HZR,40
ITRM047,PM,TSR,40
ITSP001,PD,RLM,40
ITSP001,PM,FYA,24
ITSP001,Co-PM,OMW,16
ITSP002,PD,NFI,24
ITSP002,Co-PD,AMF,16
ITSP002,PM,DTP,40
ITSP003,PD,IFI,40
ITSP003,PM,DTP,40
ITSP004,PD,DTP,40
ITSP004,PM,JQV,24
ITSP004,Co-PM,IFS,16
ITSP005,PD,RLM,28
ITSP005,Co-PD,DLP,12
ITSP005,PM,WNA,24
ITSP005,Co-PM,JQV,16
ITSP006,PD,AMF,24
ITSP006,Co-PD,HZR,16
ITSP006,PM,HZR,40
ITSP007,PD,OMW,28
ITSP007,Co-PD,DGS,12
ITSP007,PM,DLP,24
ITSP007,Co-PM,FYA,16
ITSP008,PD,DTP,24
ITSP008,Co-PD,DLP,16
ITSP008,PM,JQV,40
ITSP009,PD,TSR,24
ITSP009,Co-PD,HZR,16
ITSP009,PM,DGS,40
ITSP010,PD,NFI,40
ITSP010,PM,OMW,28
ITSP010,Co-PM,IFS,12
ITSP011,PD,DTP,24
ITSP011,Co-PD,HZR,16
ITSP011,PM,IFI,40
ITSP012,PD,IFS,40
ITSP012,PM,IFI,40
ITSP013,PD,AMF,40
ITSP013,PM,JQV,40
ITSP014,PD,IFS,28
ITSP014,Co-PD,AMF,12
ITSP014,PM,RLM,28
ITSP014,Co-PM,FYA,12
ITSP015,PD,HZR,40
ITSP015,PM,RLM,28
ITSP015,Co-PM,AMF,12
ITSP016,PD,JQV,40
ITSP016,PM,IFS,24
ITSP016,Co-PM,WNA,16
ITSP017,PD,DTP,40
ITSP017,PM,JQV,40
ITSP018,PD,AMF,24
ITSP018,Co-PD,TSR,16
ITSP018,PM,HZR,40
ITSP019,PD,FYA,24
ITSP019,Co-PD,IFS,16
ITSP019,PM,WNA,28
ITSP019,Co-PM,HZR,12
ITSP020,PD,HZR,40
ITSP020,PM,DTP,24
ITSP020,Co-PM,TLW,16
ITSP021,PD,TSR,24
ITSP021,Co-PD,NFI,16
ITSP021,PM,DLP,40
ITSP022,PD,RLM,28
ITSP022,Co-PD,JQV,12
ITSP022,PM,JQV,28
ITSP022,Co-PM,DLP,12
ITSP023,PD,NFI,28
ITSP023,Co-PD,TSR,12
ITSP023,PM,JQV,40
ITSP024,PD,DTP,28
ITSP024,Co-PD,DGS,12
ITSP024,PM,AMF,40
ITSP025,PD,HZR,28
ITSP025,Co-PD,FYA,12
ITSP025,PM,DLP,28
ITSP025,Co-PM,OMW,12
ITSP026,PD,DGS,28
ITSP026,Co-PD,RLM,12
ITSP026,PM,DLP,40
ITSP027,PD,IFS,24
ITSP027,Co-PD,DLP,16
ITSP027,PM,AMF,28
ITSP027,Co-PM,DTP,12
ITSP028,PD,OMW,28
ITSP028,Co-PD,HZR,12
ITSP028,PM,DGS,24
ITSP028,Co-PM,HZR,16
ITSP029,PD,DTP,24
ITSP029,Co-PD,JQV,16
ITSP029,PM,IFI,28
ITSP029,Co-PM,DLP,12
ITSP030,PD,FYA,40
ITSP030,PM,TLW,24
ITSP030,Co-PM,HZR,16
ITSP031,PD,NFI,40
ITSP031,PM,DGS,40
ITSP032,PD,DTP,24
ITSP032,Co-PD,WNA,16
ITSP032,PM,AMF,40
ITSP033,PD,TSR,40
ITSP033,PM,JQV,40
ITSP034,PD,TLW,40
ITSP034,PM,AMF,28
ITSP034,Co-PM,DLP,12
ITSP035,PD,IFS,40
ITSP035,PM,AMF,40
ITSP036,PD,NFI,40
ITSP036,PM,IFI,40
ITSP037,PD,FYA,24
ITSP037,Co-PD,WNA,16
ITSP037,PM,IFI,28
ITSP037,Co-PM,HZR,12
ITSP038,PD,DTP,24
ITSP038,Co-PD,AMF,16
ITSP038,PM,IFS,40
ITSP039,PD,RLM,28
ITSP039,Co-PD,IFS,12
ITSP039,PM,IFI,24
ITSP039,Co-PM,AMF,16
ITSP040,PD,FYA,28
ITSP040,Co-PD,DTP,12
ITSP040,PM,DTP,28
ITSP040,Co-PM,AMF,12
ITSP041,PD,OMW,28
ITSP041,Co-PD,NFI,12
ITSP041,PM,DGS,24
ITSP041,Co-PM,NFI,16
ITSP042,PD,JQV,40
ITSP042,PM,TLW,40
ITSP043,PD,TSR,40
ITSP043,PM,AMF,40
ITSP044,PD,IFS,28
ITSP044,Co-PD,TSR,12
ITSP044,PM,DLP,28
ITSP044,Co-PM,HZR,12
ITSP045,PD,TLW,28
ITSP045,Co-PD,DTP,12
ITSP045,PM,RLM,28
ITSP045,Co-PM,AMF,12
ITSP046,PD,NFI,24
ITSP046,Co-PD,DGS,16
ITSP046,PM,DGS,40
ITSP047,PD,NFI,28
ITSP047,Co-PD,HZR,12
ITSP047,PM,OMW,28
ITSP047,Co-PM,TLW,12
ITSP048,PD,WNA,24
ITSP048,Co-PD,FYA,16
ITSP048,PM,NFI,40
ITSP049,PD,HZR,40
ITSP049,PM,DTP,40
ITSP050,PD,NFI,28
ITSP050,Co-PD,IFI,12
ITSP050,PM,TSR,40
ITSP051,PD,TSR,40
ITSP051,PM,NFI,28
ITSP051,Co-PM,DTP,12
ITSP052,PD,DGS,28
ITSP052,Co-PD,DLP,12
ITSP052,PM,HZR,40
ITSP053,PD,OMW,40
ITSP053,PM,DLP,24
ITSP053,Co-PM,FYA,16
ITSP054,PD,TLW,24
ITSP054,Co-PD,DGS,16
ITSP054,PM,JQV,24
ITSP054,Co-PM,IFS,16
ITSP055,PD,HZR,40
ITSP055,PM,DLP,28
ITSP055,Co-PM,NFI,12
ITSP056,PD,NFI,40
ITSP056,PM,RLM,24
ITSP056,Co-PM,AMF,16
ITSP057,PD,AMF,28
ITSP057,Co-PD,DTP,12
ITSP057,PM,HZR,40
ITSP058,PD,RLM,28
ITSP058,Co-PD,NFI,12
ITSP058,PM,AMF,40
ITSP059,PD,DGS,24
ITSP059,Co-PD,WNA,16
ITSP059,PM,NFI,40
ITSP060,PD,RLM,28
ITSP060,Co-PD,AMF,12
ITSP060,PM,IFI,40
ITSP061,PD,RLM,40
ITSP061,PM,DGS,40
ITSP062,PD,TLW,40
ITSP062,PM,IFI,24
ITSP062,Co-PM,OMW,16
ITSP063,PD,JQV,40
ITSP063,PM,TLW,28
ITSP063,Co-PM,OMW,12
ITSP064,PD,NFI,24
ITSP064,Co-PD,FYA,16
ITSP064,PM,HZR,24
ITSP064,Co-PM,FYA,16
ITSP064A,PD,OMW,40
ITSP064A,PM,AMF,24
ITSP064A,Co-PM,TSR,16
ITSP064B,PD,WNA,28
ITSP064B,Co-PD,DGS,12
ITSP064B,PM,FYA,28
ITSP064B,Co-PM,OMW,12
ITSP064C,PD,IFS,24
ITSP064C,Co-PD,WNA,16
ITSP064C,PM,OMW,24
ITSP064C,Co-PM,TLW,16
ITSP064D,PD,TSR,40
ITSP064D,PM,OMW,28
ITSP064D,Co-PM,DTP,12
ITSP064E,PD,TLW,28
ITSP064E,Co-PD,JQV,12
ITSP064E,PM,TSR,40
ITSP064F,PD,FYA,40
ITSP064F,PM,IFS,40
ITSP064G,PD,DLP,40
ITSP064G,PM,FYA,24
ITSP064G,Co-PM,IFI,16
ITSP064H,PD,DTP,40
ITSP064H,PM,OMW,24
ITSP064H,Co-PM,TLW,16
ITSP064I,PD,FYA,40
ITSP064I,PM,DGS,40
ITSP064J,PD,FYA,28
ITSP064J,Co-PD,AMF,12
ITSP064J,PM,HZR,40
ITSP064K,PD,JQV,40
ITSP064K,PM,FYA,24
ITSP064K,Co-PM,TSR,16
ITSP064L,PD,DGS,24
ITSP064L,Co-PD,OMW,16
ITSP064L,PM,HZR,40
ITSP065,PD,AMF,28
ITSP065,Co-PD,JQV,12
ITSP065,PM,HZR,28
ITSP065,Co-PM,NFI,12
ITSP066,PD,TLW,24
ITSP066,Co-PD,AMF,16
ITSP066,PM,RLM,40
ITSP067,PD,TSR,40
ITSP067,PM,OMW,40
ITSP068,PD,OMW,40
ITSP068,PM,RLM,24
ITSP068,Co-PM,WNA,16
ITSP069,PD,DGS,40
ITSP069,PM,TSR,24
ITSP069,Co-PM,IFI,16
ITSP070,PD,JQV,24
ITSP070,Co-PD,DGS,16
ITSP070,PM,TSR,24
ITSP070,Co-PM,TLW,16
ITSP071,PD,RLM,40
ITSP071,PM,WNA,28
ITSP071,Co-PM,AMF,12
ITSP072,PD,IFS,40
ITSP072,PM,IFI,24
ITSP072,Co-PM,OMW,16
ITSP073,PD,OMW,28
ITSP073,Co-PD,TLW,12
ITSP073,PM,IFS,28
ITSP073,Co-PM,WNA,12
ITSP074,PD,TSR,40
ITSP074,PM,WNA,40
ITSP075,PD,FYA,28
ITSP075,Co-PD,DLP,12
ITSP075,PM,DTP,40
ITSP076,PD,IFS,28
ITSP076,Co-PD,IFI,12
ITSP076,PM,DLP,40
ITSP077,PD,OMW,24
ITSP077,Co-PD,NFI,16
ITSP077,PM,JQV,40
ITSP078,PD,TLW,28
ITSP078,Co-PD,IFS,12
ITSP078,PM,IFI,24
ITSP078,Co-PM,WNA,16
ITSP079,PD,IFI,40
ITSP079,PM,NFI,40
ITSP080,PD,TLW,40
ITSP080,PM,OMW,40
ITSP081,PD,DGS,28
ITSP081,Co-PD,HZR,12
ITSP081,PM,FYA,24
ITSP081,Co-PM,RLM,16
ITSP082,PD,IFI,40
ITSP082,PM,TSR,40
ITSP083,PD,WNA,40
ITSP083,PM,TLW,28
ITSP083,Co-PM,DTP,12
ITSP084,PD,TLW,28
ITSP084,Co-PD,OMW,12
ITSP084,PM,IFS,24
ITSP084,Co-PM,JQV,16
ITSP085,PD,TLW,28
ITSP085,Co-PD,DTP,12
ITSP085,PM,FYA,40
ITSP086,PD,HZR,24
ITSP086,Co-PD,JQV,16
ITSP086,PM,OMW,40
ITSP087,PD,RLM,40
ITSP087,PM,OMW,24
ITSP087,Co-PM,AMF,16
ITSP088,PD,TLW,28
ITSP088,Co-PD,JQV,12
ITSP088,PM,RLM,40
ITSP089,PD,OMW,40
ITSP089,PM,DTP,24
ITSP089,Co-PM,NFI,16
ITSP090,PD,HZR,40
ITSP090,PM,FYA,40
ITSP090A,PD,DLP,40
ITSP090A,PM,RLM,40
ITSP090B,PD,HZR,28
ITSP090B,Co-PD,RLM,12
ITSP090B,PM,TSR,24
ITSP090B,Co-PM,DLP,16
ITSP090C,PD,OMW,28
ITSP090C,Co-PD,FYA,12
ITSP090C,PM,IFS,28
ITSP090C,Co-PM,DTP,12
ITSP090D,PD,AMF,40
ITSP090D,PM,RLM,24
ITSP090D,Co-PM,TSR,16
ITSP090E,PD,DGS,28
ITSP090E,Co-PD,DTP,12
ITSP090E,PM,FYA,24
ITSP090E,Co-PM,IFI,16
ITSP090F,PD,AMF,40
ITSP090F,PM,TLW,28
ITSP090F,Co-PM,DLP,12
ITSP090G,PD,JQV,40
ITSP090G,PM,IFI,28
ITSP090G,Co-PM,TSR,12
ITSP090H,PD,IFI,40
ITSP090H,PM,AMF,28
ITSP090H,Co-PM,TSR,12
ITSP090I,PD,WNA,40
ITSP090I,PM,IFI,28
ITSP090I,Co-PM,HZR,12
ITSP091,PD,AMF,24
ITSP091,Co-PD,TLW,16
ITSP091,PM,IFI,28
ITSP091,Co-PM,DTP,12
ITSP092,PD,TLW,40
ITSP092,PM,HZR,40
ITSP093,PD,WNA,40
ITSP093,PM,RLM,40
ITSP094,PD,DLP,24
ITSP094,Co-PD,TSR,16
ITSP094,PM,DTP,40
ITSP095,PD,DTP,40
ITSP095,PM,DGS,24
ITSP095,Co-PM,FYA,16
ITSP095A,PD,HZR,28
ITSP095A,Co-PD,DLP,12
ITSP095A,PM,OMW,24
ITSP095A,Co-PM,DTP,16
ITSP096,PD,DGS,28
ITSP096,Co-PD,AMF,12
ITSP096,PM,NFI,40
ITSP097,PD,DLP,40
ITSP097,PM,HZR,40
ITSP098,PD,JQV,28
ITSP098,Co-PD,OMW,12
ITSP098,PM,HZR,28
ITSP098,Co-PM,WNA,12
ITSP099,PD,IFS,24
ITSP099,Co-PD,WNA,16
ITSP099,PM,OMW,28
ITSP099,Co-PM,NFI,12
ODCM001,PD,TSR,24
ODCM001,Co-PD,DTP,16
ODCM001,PM,JQV,28
ODCM001,Co-PM,TLW,12
OPEX001,PD,TLW,24
OPEX001,Co-PD,JQV,16
OPEX001,PM,JQV,40
PMNR001,PD,DTP,24
PMNR001,Co-PD,FYA,16
PMNR001,PM,TSR,40
PMNR002,PD,TLW,40
PMNR002,PM,DLP,40
PSDM022,PD,RLM,40
PSDM022,PM,HZR,40
SDEV001,PD,FYA,40
SDEV001,PM,AMF,24
SDEV001,Co-PM,RLM,16
SDEV002,PD,AMF,40
SDEV002,PM,DGS,40
SDEV003,PD,TSR,24
SDEV003,Co-PD,DGS,16
SDEV003,PM,HZR,40
SDEV004,PD,DLP,24
SDEV004,Co-PD,AMF,16
SDEV004,PM,TLW,40
SDEV005,PD,JQV,28
SDEV005,Co-PD,IFS,12
SDEV005,PM,NFI,28
SDEV005,Co-PM,HZR,12
SDEV007,PD,FYA,28
SDEV007,Co-PD,TLW,12
SDEV007,PM,AMF,24
SDEV007,Co-PM,IFI,16
SDEV008,PD,TLW,24
SDEV008,Co-PD,IFI,16
SDEV008,PM,NFI,40
SDEV009,PD,NFI,40
SDEV009,PM,AMF,40
SDEV010,PD,TLW,40
SDEV010,PM,TSR,28
SDEV010,Co-PM,OMW,12
SDEV011,PD,WNA,40
SDEV011,PM,OMW,40
SDEV012,PD,FYA,40
SDEV012,PM,NFI,40
SDEV014,PD,TSR,28
SDEV014,Co-PD,NFI,12
SDEV014,PM,JQV,40
SDEV015,PD,RLM,40
SDEV015,PM,JQV,24
SDEV015,Co-PM,OMW,16
SDEV016,PD,IFI,28
SDEV016,Co-PD,DTP,12
SDEV016,PM,HZR,28
SDEV016,Co-PM,FYA,12
SIMP001,PD,AMF,40
SIMP001,PM,NFI,28
SIMP001,Co-PM,IFI,12
SIMP002,PD,NFI,40
SIMP002,PM,TLW,40
SIMP003,PD,FYA,28
SIMP003,Co-PD,NFI,12
SIMP003,PM,TLW,24
SIMP003,Co-PM,NFI,16
SIMP004,PD,FYA,40
SIMP004,PM,JQV,24
SIMP004,Co-PM,HZR,16
SIMP005,PD,DLP,40
SIMP005,PM,OMW,24
SIMP005,Co-PM,NFI,16
SIMP006,PD,TLW,24
SIMP006,Co-PD,AMF,16
SIMP006,PM,DGS,24
SIMP006,Co-PM,HZR,16
SIMP007,PD,DTP,40
SIMP007,PM,TLW,40
SIMP008,PD,RLM,40
SIMP008,PM,FYA,40
SIMP009,PD,IFI,40
SIMP009,PM,NFI,24
SIMP009,Co-PM,IFS,16
SIMP010,PD,TLW,24
SIMP010,Co-PD,IFS,16
SIMP010,PM,DLP,24
SIMP010,Co-PM,DGS,16
SIMP011,PD,NFI,28
SIMP011,Co-PD,FYA,12
SIMP011,PM,DTP,40
SIMP012,PD,JQV,40
SIMP012,PM,TLW,24
SIMP012,Co-PM,OMW,16
SIMP013,PD,JQV,24
SIMP013,Co-PD,TLW,16
SIMP013,PM,AMF,40
SIMP014,PD,DLP,28
SIMP014,Co-PD,DTP,12
SIMP014,PM,TLW,40
SIMP015,PD,IFI,24
SIMP015,Co-PD,TLW,16
SIMP015,PM,DGS,40
SIMP016,PD,JQV,24
SIMP016,Co-PD,RLM,16
SIMP016,PM,AMF,40
SIMP017,PD,JQV,24
SIMP017,Co-PD,OMW,16
SIMP017,PM,RLM,28
SIMP017,Co-PM,TLW,12
SIMP018,PD,HZR,40
SIMP018,PM,AMF,40
SIMP019,PD,DTP,40
SIMP019,PM,JQV,24
SIMP019,Co-PM,AMF,16
SIMP020,PD,AMF,28
SIMP020,Co-PD,NFI,12
SIMP020,PM,DTP,24
SIMP020,Co-PM,IFI,16
SIMP021,PD,OMW,40
SIMP021,PM,DLP,40
SIMP022,PD,NFI,40
SIMP022,PM,IFI,40
SIMP023,PD,FYA,40
SIMP023,PM,IFS,40
SIMP024,PD,AMF,40
SIMP024,PM,IFS,28
SIMP024,Co-PM,OMW,12
SIMP025,PD,DLP,40
SIMP025,PM,DGS,40
SIMP026,PD,DGS,28
SIMP026,Co-PD,JQV,12
SIMP026,PM,JQV,28
SIMP026,Co-PM,FYA,12
SIMP028,PD,IFI,40
SIMP028,PM,DTP,24
SIMP028,Co-PM,HZR,16
SIMP029,PD,WNA,24
SIMP029,Co-PD,FYA,16
SIMP029,PM,IFI,28
SIMP029,Co-PM,NFI,12
SIMP030,PD,NFI,28
SIMP030,Co-PD,IFS,12
SIMP030,PM,WNA,40
SIMP031,PD,NFI,28
SIMP031,Co-PD,DTP,12
SIMP031,PM,DGS,40
SIMP032,PD,FYA,40
SIMP032,PM,HZR,28
SIMP032,Co-PM,JQV,12
SIMP033,PD,DGS,40
SIMP033,PM,DLP,28
SIMP033,Co-PM,TLW,12
SIMP034,PD,FYA,28
SIMP034,Co-PD,DTP,12
SIMP034,PM,WNA,28
SIMP034,Co-PM,HZR,12
SIMP035,PD,DTP,28
SIMP035,Co-PD,DGS,12
SIMP035,PM,JQV,40
SIMP036,PD,DTP,28
SIMP036,Co-PD,IFS,12
SIMP036,PM,TLW,40
SIMP037,PD,RLM,24
SIMP037,Co-PD,TLW,16
SIMP037,PM,DGS,24
SIMP037,Co-PM,OMW,16
SIMP038,PD,TSR,40
SIMP038,PM,OMW,40
SIMP039,PD,DGS,24
SIMP039,Co-PD,TSR,16
SIMP039,PM,OMW,40
SIMP040,PD,TSR,40
SIMP040,PM,DGS,24
SIMP040,Co-PM,WNA,16
SIMP041,PD,JQV,40
SIMP041,PM,IFI,24
SIMP041,Co-PM,DLP,16
SIMP042,PD,JQV,40
SIMP042,PM,NFI,24
SIMP042,Co-PM,AMF,16
SIMP043,PD,WNA,28
SIMP043,Co-PD,NFI,12
SIMP043,PM,JQV,40
SIMP044,PD,DGS,24
SIMP044,Co-PD,AMF,16
SIMP044,PM,HZR,24
SIMP044,Co-PM,RLM,16
SIMP045,PD,AMF,24
SIMP045,Co-PD,IFS,16
SIMP045,PM,OMW,40
SIMP046,PD,RLM,24
SIMP046,Co-PD,OMW,16
SIMP046,PM,AMF,40
SIMP047,PD,HZR,24
SIMP047,Co-PD,OMW,16
SIMP047,PM,IFS,28
SIMP047,Co-PM,IFI,12
SIMP048,PD,IFI,24
SIMP048,Co-PD,DLP,16
SIMP048,PM,HZR,40
SIMP049,PD,WNA,40
SIMP049,PM,TLW,28
SIMP049,Co-PM,IFS,12
SIMP050,PD,TLW,40
